symbol,yf_ticker,company,sector
THRE,THRE.BK,THAI REINSURANCE PUBLIC COMPANY LIMITED,Insurance
THREL,THREL.BK,THAIRE LIFE ASSURANCE PUBLIC COMPANY LIMITED,Insurance
TIDLOR,TIDLOR.BK,TIDLOR HOLDINGS PUBLIC COMPANY LIMITED,Finance & Securities
TIF1,TIF1.BK,THAI INDUSTRIAL FUND 1,Property Fund & REITs
TIGER,TIGER.BK,THAI ENGER HOLDING PUBLIC COMPANY LIMITED,-
TIPCO,TIPCO.BK,TIPCO FOODS PUBLIC COMPANY LIMITED,Food & Beverage
TIPH,TIPH.BK,DHIPAYA GROUP HOLDINGS PUBLIC COMPANY LIMITED,Insurance
TISCO,TISCO.BK,TISCO FINANCIAL GROUP PUBLIC COMPANY LIMITED,Banking
TITLE,TITLE.BK,RHOM BHO PROPERTY PUBLIC COMPANY LIMITED,Property Development
TK,TK.BK,THITIKORN PUBLIC COMPANY LIMITED,Finance & Securities
TKC,TKC.BK,TURNKEY COMMUNICATION SERVICES PUBLIC COMPANY LIMITED,Information & Communication Technology
TKN,TKN.BK,TAOKAENOI FOOD & MARKETING PUBLIC COMPANY LIMITED,Food & Beverage
TKS,TKS.BK,T.K.S. TECHNOLOGIES PUBLIC COMPANY LIMITED,Media & Publishing
TKT,TKT.BK,T.KRUNGTHAI INDUSTRIES PUBLIC COMPANY LIMITED,Automotive
TL,TL.BK,TECHLEAD NEXT PUBLIC COMPANY LIMITED,Information & Communication Technology
TLHPF,TLHPF.BK,THAILAND HOSPITALITY PROPERTY FUND,Property Fund & REITs
TLI,TLI.BK,THAI LIFE INSURANCE PUBLIC COMPANY LIMITED,Insurance
TM,TM.BK,TECHNO MEDICAL PUBLIC COMPANY LIMITED,-
TMAN,TMAN.BK,T.Man Pharmaceutical Public Company Limited,Personal Products & Pharmaceuticals
TMC,TMC.BK,T.M.C. INDUSTRIAL PUBLIC COMPANY LIMITED,-
TMD,TMD.BK,THAI METAL DRUM MANUFACTURING PUBLIC COMPANY LIMITED,Packaging
TMI,TMI.BK,TEERA-MONGKOL INDUSTRY PUBLIC COMPANY LIMITED,-
TMILL,TMILL.BK,T S FLOUR MILL PUBLIC COMPANY LIMITED,-
TMT,TMT.BK,TMT STEEL PUBLIC COMPANY LIMITED,Steel and Metal Products
TNDT,TNDT.BK,THAI NONDESTRUCTIVE TESTING PUBLIC COMPANY LIMITED,-
TNH,TNH.BK,THAI NAKARIN HOSPITAL PUBLIC COMPANY LIMITED,-
TNITY,TNITY.BK,TRINITY WATTHANA PUBLIC COMPANY LIMITED,Finance & Securities
TNL,TNL.BK,THANULUX PUBLIC COMPANY LIMITED,Finance & Securities
TNP,TNP.BK,THANAPIRIYA PUBLIC COMPANY LIMITED,-
TNPC,TNPC.BK,THAI NAM PLASTIC PUBLIC COMPANY LIMITED,Automotive
TNPF,TNPF.BK,TRINITY FREEHOLD AND LEASEHOLD PROPERTY FUND,Property Fund & REITs
TNR,TNR.BK,THAI NIPPON RUBBER INDUSTRY PUBLIC COMPANY LIMITED,Personal Products & Pharmaceuticals
TOA,TOA.BK,TOA PAINT (THAILAND) PUBLIC COMPANY LIMITED,Construction Materials
TOG,TOG.BK,THAI OPTICAL GROUP PUBLIC COMPANY LIMITED,Personal Products & Pharmaceuticals
TOP,TOP.BK,THAI OIL PUBLIC COMPANY LIMITED,Energy & Utilities
TOPP,TOPP.BK,THAI O.P.P. PUBLIC COMPANY LIMITED,Packaging
TPA,TPA.BK,THAI POLY ACRYLIC PUBLIC COMPANY LIMITED,Petrochemicals & Chemicals
TPAC,TPAC.BK,THAI PLASPAC PUBLIC COMPANY LIMITED,Packaging
TPBI,TPBI.BK,TPBI PUBLIC COMPANY LIMITED,Packaging
TPCH,TPCH.BK,TPC POWER HOLDING PUBLIC COMPANY LIMITED,-
TPCS,TPCS.BK,TPCS PUBLIC COMPANY LIMITED,Industrial Materials & Machinery
TPIPL,TPIPL.BK,TPI POLENE PUBLIC COMPANY LIMITED,Construction Materials
TPIPP,TPIPP.BK,TPI POLENE POWER PUBLIC COMPANY LIMITED,Energy & Utilities
TPL,TPL.BK,Thai Parcels Public Company Limited,-
TPLAS,TPLAS.BK,THAI PLASTIC INDUSTRIAL (1994) PUBLIC COMPANY LIMITED,-
TPOLY,TPOLY.BK,THAI POLYCONS PUBLIC COMPANY LIMITED,Construction Services
TPP,TPP.BK,THAI PACKAGING & PRINTING PUBLIC COMPANY LIMITED,Packaging
TPRIME,TPRIME.BK,THAILAND PRIME PROPERTY FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST,Property Fund & REITs
TPS,TPS.BK,THE PRACTICAL SOLUTION PUBLIC COMPANY LIMITED,-
TQM,TQM.BK,TQM ALPHA PUBLIC COMPANY LIMITED,Insurance
TQR,TQR.BK,TQR PUBLIC COMPANY LIMITED,-
TR,TR.BK,THAI RAYON PUBLIC COMPANY LIMITED,Fashion
TRC,TRC.BK,TRC CONSTRUCTION PUBLIC COMPANY LIMITED,Construction Services
TRITN,TRITN.BK,TRITON HOLDING PUBLIC COMPANY LIMITED,Construction Services
TRP,TRP.BK,Aesthetic Connect Public Company Limited,-
TRT,TRT.BK,TIRATHAI PUBLIC COMPANY LIMITED,-
TRU,TRU.BK,THAI RUNG UNION CAR PUBLIC COMPANY LIMITED,Automotive
TRUBB,TRUBB.BK,THAI RUBBER LATEX GROUP PUBLIC COMPANY LIMITED,Agribusiness
TRUE,TRUE.BK,TRUE CORPORATION PUBLIC COMPANY LIMITED,Information & Communication Technology
TRV,TRV.BK,T.R.V. RUBBER PRODUCTS PUBLIC COMPANY LIMITED,-
TSC,TSC.BK,THAI STEEL CABLE PUBLIC COMPANY LIMITED,Automotive
TSE,TSE.BK,THAI SOLAR ENERGY PUBLIC COMPANY LIMITED,Energy & Utilities
TSI,TSI.BK,THE THAI SETAKIJ INSURANCE PUBLIC COMPANY LIMITED,Insurance
TSR,TSR.BK,TSR LIVING SOLUTION PUBLIC COMPANY LIMITED,Home & Office Products
TSTE,TSTE.BK,TSTE PUBLIC COMPANY LIMITED,Transportation & Logistics
TSTH,TSTH.BK,TATA STEEL (THAILAND) PUBLIC COMPANY LIMITED,Steel and Metal Products
TTA,TTA.BK,THORESEN THAI AGENCIES PUBLIC COMPANY LIMITED,Transportation & Logistics
TTB,TTB.BK,TMBTHANACHART BANK PUBLIC COMPANY LIMITED,Banking
TTCL,TTCL.BK,TTCL PUBLIC COMPANY LIMITED,Construction Services
TTI,TTI.BK,THAI TEXTILE INDUSTRY PUBLIC COMPANY LIMITED,Fashion
TTLPF,TTLPF.BK,TALAAD THAI LEASEHOLD PROPERTY FUND,Property Fund & REITs
TTT,TTT.BK,TORAY TEXTILES (THAILAND) PUBLIC COMPANY LIMITED,Fashion
TU,TU.BK,THAI UNION GROUP PUBLIC COMPANY LIMITED,Food & Beverage
TU-PF,TU-PF.BK,T.U. DOME RESIDENTIAL COMPLEX LEASEHOLD PROPERTY FUND,Property Fund & REITs
TURBO,TURBO.BK,Ngernturbo Public Company Limited,Finance & Securities
TURTLE,TURTLE.BK,SUPER TURTLE PUBLIC COMPANY LIMITED,-
TVDH,TVDH.BK,TVD HOLDINGS PUBLIC COMPANY LIMITED,-
TVH,TVH.BK,THAIVIVAT HOLDINGS PUBLIC COMPANY LIMITED,Insurance
TVO,TVO.BK,THAI VEGETABLE OIL PUBLIC COMPANY LIMITED,Food & Beverage
TVT,TVT.BK,TV THUNDER PUBLIC COMPANY LIMITED,-
TWP,TWP.BK,THAI WIRE PRODUCTS PUBLIC COMPANY LIMITED,Steel and Metal Products
TWPC,TWPC.BK,THAI WAH PUBLIC COMPANY LIMITED,Food & Beverage
TWZ,TWZ.BK,TWZ CORPORATION PUBLIC COMPANY LIMITED,Information & Communication Technology
TYCN,TYCN.BK,"TYCOONS WORLDWIDE GROUP (THAILAND) PUBLIC CO.,LTD.",Steel and Metal Products
UAC,UAC.BK,UAC GLOBAL PUBLIC COMPANY LIMITED,Petrochemicals & Chemicals
UBA,UBA.BK,Utility Business Alliance Public Company Limited,-
UBE,UBE.BK,UBON BIO ETHANOL PUBLIC COMPANY LIMITED,Energy & Utilities
UBIS,UBIS.BK,UBIS (ASIA) PUBLIC COMPANY LIMITED,-
UEC,UEC.BK,UNIMIT ENGINEERING PUBLIC COMPANY LIMITED,-
UKEM,UKEM.BK,UNION PETROCHEMICAL PUBLIC COMPANY LIMITED,-
UMI,UMI.BK,THE UNION MOSAIC INDUSTRY PUBLIC COMPANY LIMITED,Construction Materials
UMS,UMS.BK,UNIQUE MINING SERVICES PUBLIC COMPANY LIMITED,-
UNIQ,UNIQ.BK,UNIQUE ENGINEERING AND CONSTRUCTION PUBLIC COMPANY LIMITED,Construction Services
UNIX,UNIX.BK,Unique Plastic Industry Public Company Limited,Packaging
UP,UP.BK,UNION PLASTIC PUBLIC COMPANY LIMITED,Petrochemicals & Chemicals
UPF,UPF.BK,UNION PIONEER PUBLIC COMPANY LIMITED,Fashion
UPOIC,UPOIC.BK,UNITED PALM OIL INDUSTRY PUBLIC COMPANY LIMITED,Agribusiness
UREKA,UREKA.BK,EUREKA DESIGN PUBLIC COMPANY LIMITED,-
UTP,UTP.BK,UNITED PAPER PUBLIC COMPANY LIMITED,Paper & Printing Materials
UV,UV.BK,UNIVENTURES PUBLIC COMPANY LIMITED,Property Development
UVAN,UVAN.BK,UNIVANICH PALM OIL PUBLIC COMPANY LIMITED,Agribusiness
VARO,VARO.BK,VAROPAKORN PUBLIC COMPANY LIMITED,Industrial Materials & Machinery
VCOM,VCOM.BK,VINTCOM TECHNOLOGY PUBLIC COMPANY LIMITED,-
VGI,VGI.BK,VGI PUBLIC COMPANY LIMITED,Media & Publishing
VIBE,VIBE.BK,VIBE SYNERGY GROUP PUBLIC COMPANY LIMITED,-
VIBHA,VIBHA.BK,VIBHAVADI MEDICAL CENTER PUBLIC COMPANY LIMITED,Health Care Services
VIH,VIH.BK,SRIVICHAIVEJVIVAT PUBLIC COMPANY LIMITED,Health Care Services
VL,VL.BK,V.L. ENTERPRISE PUBLIC COMPANY LIMITED,-
VNG,VNG.BK,VANACHAI GROUP PUBLIC COMPANY LIMITED,Construction Materials
VPO,VPO.BK,VICHITBHAN PALMOIL PUBLIC COMPANY LIMITED,Agribusiness
VRANDA,VRANDA.BK,VERANDA RESORT PUBLIC COMPANY LIMITED,Tourism & Leisure
VS,VS.BK,VISERVE ENTERPRISE PUBLIC COMPANY LIMITED,-
WACOAL,WACOAL.BK,THAI WACOAL PUBLIC COMPANY LIMITED,Fashion
WARRIX,WARRIX.BK,Warrix Sport Public Company Limited,-
WASH,WASH.BK,Laundry You Public Company Limited,-
WAVE,WAVE.BK,WAVE EXPONENTIAL PUBLIC COMPANY LIMITED,Professional Services
WELL,WELL.BK,WELL MANAGEMENT CORPORATION PUBLIC COMPANY LIMITED,-
WFX,WFX.BK,WORLD FLEX PUBLIC COMPANY LIMITED,Fashion
WGE,WGE.BK,WELL GRADED ENGINEERING PUBLIC COMPANY LIMITED,Construction Services
WHA,WHA.BK,WHA CORPORATION PUBLIC COMPANY LIMITED,Property Development
WHABT,WHABT.BK,WHA BUSINESS COMPLEX FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST,Property Fund & REITs
WHAIR,WHAIR.BK,WHA INDUSTRIAL LEASEHOLD REAL ESTATE INVESTMENT TRUST,Property Fund & REITs
WHART,WHART.BK,WHA PREMIUM GROWTH FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST,Property Fund & REITs
WHAUP,WHAUP.BK,WHA UTILITIES AND POWER PUBLIC COMPANY LIMITED,Energy & Utilities
WICE,WICE.BK,WICE LOGISTICS PUBLIC COMPANY LIMITED,Transportation & Logistics
WIIK,WIIK.BK,WIIK PUBLIC COMPANY LIMITED,Construction Materials
WIN,WIN.BK,WYNCOAST INDUSTRIAL PARK PUBLIC COMPANY LIMITED,Property Development
WINMED,WINMED.BK,WINNERGY MEDICAL PUBLIC COMPANY LIMITED,-
WINNER,WINNER.BK,WINNER GROUP ENTERPRISE PUBLIC COMPANY LIMITED,-
WORK,WORK.BK,WORKPOINT ENTERTAINMENT PUBLIC COMPANY LIMITED,Media & Publishing
WP,WP.BK,WP ENERGY PUBLIC COMPANY LIMITED,Energy & Utilities
WPH,WPH.BK,WATTANAPAT HOSPITAL TRANG PUBLIC COMPANY LIMITED,Health Care Services
WSOL,WSOL.BK,WSOL PUBLIC COMPANY LIMITED,Commerce
XBIO,XBIO.BK,X BIOSCIENCE PUBLIC COMPANY LIMITED,Food & Beverage
XO,XO.BK,EXOTIC FOOD PUBLIC COMPANY LIMITED,-
XPG,XPG.BK,XSPRING CAPITAL PUBLIC COMPANY LIMITED,Finance & Securities
XYZ,XYZ.BK,RSXYZ PUBLIC COMPANY LIMITED,Information & Communication Technology
YGG,YGG.BK,YGGDRAZIL GROUP PUBLIC COMPANY LIMITED,-
YONG,YONG.BK,Yong Concrete Public Company Limited,-
YUASA,YUASA.BK,YUASA BATTERY (THAILAND) PUBLIC COMPANY LIMITED,-
ZAA,ZAA.BK,ZALEKTA PUBLIC COMPANY LIMITED,Media & Publishing
ZEN,ZEN.BK,ZEN CORPORATION GROUP PUBLIC COMPANY LIMITED,Food & Beverage
ZIGA,ZIGA.BK,ZIGA INNOVATION PUBLIC COMPANY LIMITED,-
